Tarih,Dolar,Euro,mes,dia,ano,ano_mes
2/17/2015,2.45,2.80,2,17,2015,2015.2
2/18/2015,2.45,2.79,2,18,2015,2015.2
2/19/2015,2.46,2.80,2,19,2015,2015.2
2/20/2015,2.44,2.78,2,20,2015,2015.2
2/21/2015,,,2,21,2015,2015.2
2/22/2015,,,2,22,2015,2015.2
2/23/2015,2.45,2.78,2,23,2015,2015.2
2/24/2015,2.48,2.80,2,24,2015,2015.2
2/25/2015,2.48,2.80,2,25,2015,2015.2
2/26/2015,2.46,2.79,2,26,2015,2015.2
2/27/2015,2.48,2.81,2,27,2015,2015.2
2/28/2015,,,2,28,2015,2015.2
3/1/2015,,,3,1,2015,2015.3
3/2/2015,2.51,2.81,3,2,2015,2015.3
3/3/2015,2.51,2.82,3,3,2015,2015.3
3/4/2015,2.52,2.81,3,4,2015,2015.3
3/5/2015,2.54,2.83,3,5,2015,2015.3
3/6/2015,2.58,2.85,3,6,2015,2015.3
3/7/2015,,,3,7,2015,2015.3
3/8/2015,,,3,8,2015,2015.3
3/9/2015,2.60,2.85,3,9,2015,2015.3
3/10/2015,2.60,2.83,3,10,2015,2015.3
3/11/2015,2.63,2.83,3,11,2015,2015.3
3/12/2015,2.62,2.78,3,12,2015,2015.3
3/13/2015,2.59,2.75,3,13,2015,2015.3
3/14/2015,,,3,14,2015,2015.3
3/15/2015,,,3,15,2015,2015.3
3/16/2015,2.61,2.77,3,16,2015,2015.3
3/17/2015,2.62,2.76,3,17,2015,2015.3
3/18/2015,2.62,2.77,3,18,2015,2015.3
3/19/2015,2.62,2.78,3,19,2015,2015.3
3/20/2015,2.59,2.77,3,20,2015,2015.3
3/21/2015,,,3,21,2015,2015.3
3/22/2015,,,3,22,2015,2015.3
3/23/2015,2.59,2.77,3,23,2015,2015.3
3/24/2015,2.57,2.79,3,24,2015,2015.3
3/25/2015,2.55,2.80,3,25,2015,2015.3
3/26/2015,2.56,2.80,3,26,2015,2015.3
3/27/2015,2.60,2.86,3,27,2015,2015.3
3/28/2015,,,3,28,2015,2015.3
3/29/2015,,,3,29,2015,2015.3
3/30/2015,2.61,2.83,3,30,2015,2015.3
3/31/2015,2.61,2.83,3,31,2015,2015.3
4/1/2015,2.61,2.81,4,1,2015,2015.4
4/2/2015,2.60,2.80,4,2,2015,2015.4
4/3/2015,2.59,2.81,4,3,2015,2015.4
4/4/2015,,,4,4,2015,2015.4
4/5/2015,,,4,5,2015,2015.4
4/6/2015,2.59,2.82,4,6,2015,2015.4
4/7/2015,2.57,2.82,4,7,2015,2015.4
4/8/2015,2.58,2.81,4,8,2015,2015.4
4/9/2015,2.59,2.81,4,9,2015,2015.4
4/10/2015,2.59,2.79,4,10,2015,2015.4
4/11/2015,,,4,11,2015,2015.4
4/12/2015,,,4,12,2015,2015.4
4/13/2015,2.62,2.78,4,13,2015,2015.4
4/14/2015,2.65,2.79,4,14,2015,2015.4
4/15/2015,2.67,2.82,4,15,2015,2015.4
4/16/2015,2.70,2.86,4,16,2015,2015.4
4/17/2015,2.70,2.88,4,17,2015,2015.4
4/18/2015,,,4,18,2015,2015.4
4/19/2015,,,4,19,2015,2015.4
4/20/2015,2.68,2.90,4,20,2015,2015.4
4/21/2015,2.69,2.89,4,21,2015,2015.4
4/22/2015,2.70,2.88,4,22,2015,2015.4
4/23/2015,,,4,23,2015,2015.4
4/24/2015,2.69,2.89,4,24,2015,2015.4
4/25/2015,,,4,25,2015,2015.4
4/26/2015,,,4,26,2015,2015.4
4/27/2015,2.72,2.96,4,27,2015,2015.4
4/28/2015,2.72,2.95,4,28,2015,2015.4
4/29/2015,2.68,2.92,4,29,2015,2015.4
4/30/2015,2.66,2.93,4,30,2015,2015.4
5/1/2015,,,5,1,2015,2015.5
5/2/2015,,,5,2,2015,2015.5
5/3/2015,,,5,3,2015,2015.5
5/4/2015,2.66,2.97,5,4,2015,2015.5
5/5/2015,2.71,3.02,5,5,2015,2015.5
5/6/2015,2.71,3.01,5,6,2015,2015.5
5/7/2015,2.71,3.04,5,7,2015,2015.5
5/8/2015,2.70,3.06,5,8,2015,2015.5
5/9/2015,,,5,9,2015,2015.5
5/10/2015,,,5,10,2015,2015.5
5/11/2015,2.69,3.01,5,11,2015,2015.5
5/12/2015,2.69,3.01,5,12,2015,2015.5
5/13/2015,2.69,3.02,5,13,2015,2015.5
5/14/2015,2.65,2.98,5,14,2015,2015.5
5/15/2015,2.62,2.98,5,15,2015,2015.5
5/16/2015,,,5,16,2015,2015.5
5/17/2015,,,5,17,2015,2015.5
5/18/2015,2.59,2.94,5,18,2015,2015.5
5/19/2015,,,5,19,2015,2015.5
5/20/2015,2.58,2.94,5,20,2015,2015.5
5/21/2015,2.60,2.89,5,21,2015,2015.5
5/22/2015,2.57,2.86,5,22,2015,2015.5
5/23/2015,,,5,23,2015,2015.5
5/24/2015,,,5,24,2015,2015.5
5/25/2015,2.59,2.89,5,25,2015,2015.5
5/26/2015,2.61,2.86,5,26,2015,2015.5
5/27/2015,2.63,2.87,5,27,2015,2015.5
5/28/2015,2.64,2.88,5,28,2015,2015.5
5/29/2015,2.65,2.90,5,29,2015,2015.5
5/30/2015,,,5,30,2015,2015.5
5/31/2015,,,5,31,2015,2015.5
6/1/2015,2.66,2.91,6,1,2015,2015.6
6/2/2015,2.68,2.92,6,2,2015,2015.6
6/3/2015,2.68,2.94,6,3,2015,2015.6
6/4/2015,2.68,2.99,6,4,2015,2015.6
6/5/2015,2.69,3.05,6,5,2015,2015.6
6/6/2015,,,6,6,2015,2015.6
6/7/2015,,,6,7,2015,2015.6
6/8/2015,2.66,3.00,6,8,2015,2015.6
6/9/2015,2.77,3.08,6,9,2015,2015.6
6/10/2015,2.75,3.10,6,10,2015,2015.6
6/11/2015,2.74,3.09,6,11,2015,2015.6
6/12/2015,2.74,3.09,6,12,2015,2015.6
6/13/2015,,,6,13,2015,2015.6
6/14/2015,,,6,14,2015,2015.6
6/15/2015,2.71,3.04,6,15,2015,2015.6
6/16/2015,2.73,3.07,6,16,2015,2015.6
6/17/2015,2.74,3.09,6,17,2015,2015.6
6/18/2015,2.73,3.08,6,18,2015,2015.6
6/19/2015,2.71,3.09,6,19,2015,2015.6
6/20/2015,,,6,20,2015,2015.6
6/21/2015,,,6,21,2015,2015.6
6/22/2015,2.71,3.07,6,22,2015,2015.6
6/23/2015,2.68,3.04,6,23,2015,2015.6
6/24/2015,2.67,3.00,6,24,2015,2015.6
6/25/2015,2.68,3.00,6,25,2015,2015.6
6/26/2015,2.66,2.98,6,26,2015,2015.6
6/27/2015,,,6,27,2015,2015.6
6/28/2015,,,6,28,2015,2015.6
6/29/2015,2.66,2.98,6,29,2015,2015.6
6/30/2015,2.69,2.98,6,30,2015,2015.6
7/1/2015,2.69,3.00,7,1,2015,2015.7
7/2/2015,2.68,2.97,7,2,2015,2015.7
7/3/2015,2.70,2.99,7,3,2015,2015.7
7/4/2015,,,7,4,2015,2015.7
7/5/2015,,,7,5,2015,2015.7
7/6/2015,2.69,2.98,7,6,2015,2015.7
7/7/2015,2.69,2.97,7,7,2015,2015.7
7/8/2015,2.68,2.94,7,8,2015,2015.7
7/9/2015,2.69,2.97,7,9,2015,2015.7
7/10/2015,2.68,2.96,7,10,2015,2015.7
7/11/2015,,,7,11,2015,2015.7
7/12/2015,,,7,12,2015,2015.7
7/13/2015,2.66,2.97,7,13,2015,2015.7
7/14/2015,2.66,2.95,7,14,2015,2015.7
7/15/2015,2.64,2.90,7,15,2015,2015.7
7/16/2015,2.64,2.91,7,16,2015,2015.7
7/17/2015,,,7,17,2015,2015.7
7/18/2015,,,7,18,2015,2015.7
7/19/2015,,,7,19,2015,2015.7
7/20/2015,2.64,2.91,7,20,2015,2015.7
7/21/2015,2.68,2.90,7,21,2015,2015.7
7/22/2015,2.69,2.92,7,22,2015,2015.7
7/23/2015,2.70,2.96,7,23,2015,2015.7
7/24/2015,2.72,2.99,7,24,2015,2015.7
7/25/2015,,,7,25,2015,2015.7
7/26/2015,,,7,26,2015,2015.7
7/27/2015,2.74,3.00,7,27,2015,2015.7
7/28/2015,2.76,3.05,7,28,2015,2015.7
7/29/2015,2.76,3.04,7,29,2015,2015.7
7/30/2015,2.76,3.05,7,30,2015,2015.7
7/31/2015,2.77,3.04,7,31,2015,2015.7
8/1/2015,,,8,1,2015,2015.8
8/2/2015,,,8,2,2015,2015.8
8/3/2015,2.78,3.05,8,3,2015,2015.8
8/4/2015,2.77,3.04,8,4,2015,2015.8
8/5/2015,2.77,3.04,8,5,2015,2015.8
8/6/2015,2.78,3.03,8,6,2015,2015.8
8/7/2015,2.78,3.03,8,7,2015,2015.8
8/8/2015,,,8,8,2015,2015.8
8/9/2015,,,8,9,2015,2015.8
8/10/2015,2.78,3.04,8,10,2015,2015.8
8/11/2015,2.79,3.05,8,11,2015,2015.8
8/12/2015,2.77,3.05,8,12,2015,2015.8
8/13/2015,2.78,3.09,8,13,2015,2015.8
8/14/2015,2.78,3.09,8,14,2015,2015.8
8/15/2015,,,8,15,2015,2015.8
8/16/2015,,,8,16,2015,2015.8
8/17/2015,2.83,3.16,8,17,2015,2015.8
8/18/2015,2.85,3.16,8,18,2015,2015.8
8/19/2015,2.87,3.18,8,19,2015,2015.8
8/20/2015,2.90,3.21,8,20,2015,2015.8
8/21/2015,2.97,3.31,8,21,2015,2015.8
8/22/2015,,,8,22,2015,2015.8
8/23/2015,,,8,23,2015,2015.8
8/24/2015,2.92,3.29,8,24,2015,2015.8
8/25/2015,2.95,3.38,8,25,2015,2015.8
8/26/2015,2.93,3.37,8,26,2015,2015.8
8/27/2015,2.93,3.36,8,27,2015,2015.8
8/28/2015,2.91,3.29,8,28,2015,2015.8
8/29/2015,,,8,29,2015,2015.8
8/30/2015,,,8,30,2015,2015.8
8/31/2015,2.91,3.29,8,31,2015,2015.8
9/1/2015,2.92,3.27,9,1,2015,2015.9
9/2/2015,2.91,3.29,9,2,2015,2015.9
9/3/2015,2.94,3.31,9,3,2015,2015.9
9/4/2015,2.96,3.32,9,4,2015,2015.9
9/5/2015,,,9,5,2015,2015.9
9/6/2015,,,9,6,2015,2015.9
9/7/2015,2.98,3.32,9,7,2015,2015.9
9/8/2015,3.03,3.38,9,8,2015,2015.9
9/9/2015,3.01,3.37,9,9,2015,2015.9
9/10/2015,3.00,3.35,9,10,2015,2015.9
9/11/2015,3.04,3.40,9,11,2015,2015.9
9/12/2015,,,9,12,2015,2015.9
9/13/2015,,,9,13,2015,2015.9
9/14/2015,3.03,3.42,9,14,2015,2015.9
9/15/2015,3.06,3.47,9,15,2015,2015.9
9/16/2015,3.04,3.44,9,16,2015,2015.9
9/17/2015,3.01,3.39,9,17,2015,2015.9
9/18/2015,3.01,3.41,9,18,2015,2015.9
9/19/2015,,,9,19,2015,2015.9
9/20/2015,,,9,20,2015,2015.9
9/21/2015,3.00,3.42,9,21,2015,2015.9
9/22/2015,3.00,3.38,9,22,2015,2015.9
9/23/2015,3.01,3.36,9,23,2015,2015.9
9/24/2015,,,9,24,2015,2015.9
9/25/2015,,,9,25,2015,2015.9
9/26/2015,,,9,26,2015,2015.9
9/27/2015,,,9,27,2015,2015.9
9/28/2015,3.01,3.36,9,28,2015,2015.9
9/29/2015,3.05,3.41,9,29,2015,2015.9
9/30/2015,3.04,3.42,9,30,2015,2015.9
10/1/2015,3.03,3.39,10,1,2015,2015.10
10/2/2015,3.02,3.36,10,2,2015,2015.10
10/3/2015,,,10,3,2015,2015.10
10/4/2015,,,10,4,2015,2015.10
10/5/2015,3.02,3.38,10,5,2015,2015.10
10/6/2015,2.99,3.37,10,6,2015,2015.10
10/7/2015,2.99,3.35,10,7,2015,2015.10
10/8/2015,2.94,3.30,10,8,2015,2015.10
10/9/2015,2.94,3.31,10,9,2015,2015.10
10/10/2015,,,10,10,2015,2015.10
10/11/2015,,,10,11,2015,2015.10
10/12/2015,2.90,3.28,10,12,2015,2015.10
10/13/2015,2.92,3.33,10,13,2015,2015.10
10/14/2015,2.94,3.35,10,14,2015,2015.10
10/15/2015,2.94,3.36,10,15,2015,2015.10
10/16/2015,2.88,3.30,10,16,2015,2015.10
10/17/2015,,,10,17,2015,2015.10
10/18/2015,,,10,18,2015,2015.10
10/19/2015,2.89,3.29,10,19,2015,2015.10
10/20/2015,2.89,3.28,10,20,2015,2015.10
10/21/2015,2.90,3.29,10,21,2015,2015.10
10/22/2015,2.90,3.30,10,22,2015,2015.10
10/23/2015,2.89,3.27,10,23,2015,2015.10
10/24/2015,,,10,24,2015,2015.10
10/25/2015,,,10,25,2015,2015.10
10/26/2015,2.87,3.18,10,26,2015,2015.10
10/27/2015,2.89,3.19,10,27,2015,2015.10
10/28/2015,2.89,3.20,10,28,2015,2015.10
10/29/2015,,,10,29,2015,2015.10
10/30/2015,2.89,3.20,10,30,2015,2015.10
10/31/2015,,,10,31,2015,2015.10
11/1/2015,,,11,1,2015,2015.11
11/2/2015,2.91,3.21,11,2,2015,2015.11
11/3/2015,2.80,3.09,11,3,2015,2015.11
11/4/2015,2.83,3.11,11,4,2015,2015.11
11/5/2015,2.84,3.10,11,5,2015,2015.11
11/6/2015,2.87,3.12,11,6,2015,2015.11
11/7/2015,,,11,7,2015,2015.11
11/8/2015,,,11,8,2015,2015.11
11/9/2015,2.87,3.12,11,9,2015,2015.11
11/10/2015,2.92,3.14,11,10,2015,2015.11
11/11/2015,2.91,3.12,11,11,2015,2015.11
11/12/2015,2.89,3.10,11,12,2015,2015.11
11/13/2015,2.88,3.08,11,13,2015,2015.11
11/14/2015,,,11,14,2015,2015.11
11/15/2015,,,11,15,2015,2015.11
11/16/2015,2.87,3.09,11,16,2015,2015.11
11/17/2015,2.88,3.09,11,17,2015,2015.11
11/18/2015,2.87,3.06,11,18,2015,2015.11
11/19/2015,2.86,3.06,11,19,2015,2015.11
11/20/2015,2.85,3.05,11,20,2015,2015.11
11/21/2015,,,11,21,2015,2015.11
11/22/2015,,,11,22,2015,2015.11
11/23/2015,2.83,3.03,11,23,2015,2015.11
11/24/2015,2.84,3.02,11,24,2015,2015.11
11/25/2015,2.87,3.06,11,25,2015,2015.11
11/26/2015,2.88,3.06,11,26,2015,2015.11
11/27/2015,2.90,3.08,11,27,2015,2015.11
11/28/2015,,,11,28,2015,2015.11
11/29/2015,,,11,29,2015,2015.11
11/30/2015,2.92,3.09,11,30,2015,2015.11
12/1/2015,2.91,3.08,12,1,2015,2015.12
12/2/2015,2.89,3.07,12,2,2015,2015.12
12/3/2015,2.88,3.05,12,3,2015,2015.12
12/4/2015,2.88,3.05,12,4,2015,2015.12
12/5/2015,,,12,5,2015,2015.12
12/6/2015,,,12,6,2015,2015.12
12/7/2015,2.89,3.15,12,7,2015,2015.12
12/8/2015,2.89,3.13,12,8,2015,2015.12
12/9/2015,2.91,3.16,12,9,2015,2015.12
12/10/2015,2.91,3.18,12,10,2015,2015.12
12/11/2015,2.91,3.19,12,11,2015,2015.12
12/12/2015,,,12,12,2015,2015.12
12/13/2015,,,12,13,2015,2015.12
12/14/2015,2.95,3.23,12,14,2015,2015.12
12/15/2015,2.97,3.25,12,15,2015,2015.12
12/16/2015,2.97,3.27,12,16,2015,2015.12
12/17/2015,2.96,3.24,12,17,2015,2015.12
12/18/2015,2.93,3.18,12,18,2015,2015.12
12/19/2015,,,12,19,2015,2015.12
12/20/2015,,,12,20,2015,2015.12
12/21/2015,2.92,3.17,12,21,2015,2015.12
12/22/2015,2.91,3.16,12,22,2015,2015.12
12/23/2015,2.92,3.20,12,23,2015,2015.12
12/24/2015,2.93,3.20,12,24,2015,2015.12
12/25/2015,2.92,3.20,12,25,2015,2015.12
12/26/2015,,,12,26,2015,2015.12
12/27/2015,,,12,27,2015,2015.12
12/28/2015,2.91,3.19,12,28,2015,2015.12
12/29/2015,2.92,3.20,12,29,2015,2015.12
12/30/2015,2.91,3.19,12,30,2015,2015.12
12/31/2015,2.91,3.18,12,31,2015,2015.12
1/1/2016,,,1,1,2016,2016.1
1/2/2016,,,1,2,2016,2016.1
1/3/2016,,,1,3,2016,2016.1
1/4/2016,2.92,3.18,1,4,2016,2016.1
1/5/2016,2.94,3.21,1,5,2016,2016.1
1/6/2016,2.98,3.21,1,6,2016,2016.1
1/7/2016,3.00,3.23,1,7,2016,2016.1
1/8/2016,3.02,3.27,1,8,2016,2016.1
1/9/2016,,,1,9,2016,2016.1
1/10/2016,,,1,10,2016,2016.1
1/11/2016,2.99,3.25,1,11,2016,2016.1
1/12/2016,3.02,3.29,1,12,2016,2016.1
1/13/2016,3.03,3.29,1,13,2016,2016.1
1/14/2016,3.01,3.26,1,14,2016,2016.1
1/15/2016,3.03,3.30,1,15,2016,2016.1
1/16/2016,,,1,16,2016,2016.1
1/17/2016,,,1,17,2016,2016.1
1/18/2016,3.04,3.31,1,18,2016,2016.1
1/19/2016,3.04,3.31,1,19,2016,2016.1
1/20/2016,3.02,3.29,1,20,2016,2016.1
1/21/2016,3.05,3.33,1,21,2016,2016.1
1/22/2016,3.04,3.31,1,22,2016,2016.1
1/23/2016,,,1,23,2016,2016.1
1/24/2016,,,1,24,2016,2016.1
1/25/2016,3.01,3.26,1,25,2016,2016.1
1/26/2016,3.01,3.26,1,26,2016,2016.1
1/27/2016,3.02,3.27,1,27,2016,2016.1
1/28/2016,3.00,3.26,1,28,2016,2016.1
1/29/2016,2.98,3.25,1,29,2016,2016.1
1/30/2016,,,1,30,2016,2016.1
1/31/2016,,,1,31,2016,2016.1
2/1/2016,2.96,3.23,2,1,2016,2016.2
2/2/2016,2.97,3.22,2,2,2016,2016.2
2/3/2016,2.95,3.22,2,3,2016,2016.2
2/4/2016,2.95,3.22,2,4,2016,2016.2
2/5/2016,2.90,3.24,2,5,2016,2016.2
2/6/2016,,,2,6,2016,2016.2
2/7/2016,,,2,7,2016,2016.2
2/8/2016,2.91,3.25,2,8,2016,2016.2
2/9/2016,2.93,3.27,2,9,2016,2016.2
2/10/2016,2.95,3.30,2,10,2016,2016.2
2/11/2016,2.92,3.29,2,11,2016,2016.2
2/12/2016,2.93,3.32,2,12,2016,2016.2
2/13/2016,,,2,13,2016,2016.2
2/14/2016,,,2,14,2016,2016.2
2/15/2016,2.92,3.30,2,15,2016,2016.2
2/16/2016,2.94,3.30,2,16,2016,2016.2
2/17/2016,2.95,3.30,2,17,2016,2016.2
2/18/2016,2.96,3.30,2,18,2016,2016.2
2/19/2016,2.96,3.29,2,19,2016,2016.2
2/20/2016,,,2,20,2016,2016.2
2/21/2016,,,2,21,2016,2016.2
2/22/2016,2.97,3.29,2,22,2016,2016.2
2/23/2016,2.94,3.26,2,23,2016,2016.2
2/24/2016,2.94,3.23,2,24,2016,2016.2
2/25/2016,2.94,3.23,2,25,2016,2016.2
2/26/2016,2.93,3.23,2,26,2016,2016.2
2/27/2016,,,2,27,2016,2016.2
2/28/2016,,,2,28,2016,2016.2
2/29/2016,2.93,3.23,2,29,2016,2016.2
3/1/2016,2.96,3.23,3,1,2016,2016.3
3/2/2016,2.95,3.20,3,2,2016,2016.3
3/3/2016,2.94,3.19,3,3,2016,2016.3
3/4/2016,2.92,3.18,3,4,2016,2016.3
3/5/2016,,,3,5,2016,2016.3
3/6/2016,,,3,6,2016,2016.3
3/7/2016,2.91,3.20,3,7,2016,2016.3
3/8/2016,2.92,3.20,3,8,2016,2016.3
3/9/2016,2.92,3.22,3,9,2016,2016.3
3/10/2016,2.91,3.19,3,10,2016,2016.3
3/11/2016,2.89,3.16,3,11,2016,2016.3
3/12/2016,,,3,12,2016,2016.3
3/13/2016,,,3,13,2016,2016.3
3/14/2016,2.87,3.19,3,14,2016,2016.3
3/15/2016,2.88,3.20,3,15,2016,2016.3
3/16/2016,2.89,3.20,3,16,2016,2016.3
3/17/2016,2.91,3.23,3,17,2016,2016.3
3/18/2016,2.86,3.23,3,18,2016,2016.3
3/19/2016,,,3,19,2016,2016.3
3/20/2016,,,3,20,2016,2016.3
3/21/2016,2.86,3.22,3,21,2016,2016.3
3/22/2016,2.87,3.23,3,22,2016,2016.3
3/23/2016,2.87,3.22,3,23,2016,2016.3
3/24/2016,2.87,3.21,3,24,2016,2016.3
3/25/2016,2.88,3.21,3,25,2016,2016.3
3/26/2016,,,3,26,2016,2016.3
3/27/2016,,,3,27,2016,2016.3
3/28/2016,2.87,3.20,3,28,2016,2016.3
3/29/2016,2.87,3.21,3,29,2016,2016.3
3/30/2016,2.87,3.21,3,30,2016,2016.3
3/31/2016,2.83,3.21,3,31,2016,2016.3
4/1/2016,2.82,3.21,4,1,2016,2016.4
4/2/2016,,,4,2,2016,2016.4
4/3/2016,,,4,3,2016,2016.4
4/4/2016,2.82,3.21,4,4,2016,2016.4
4/5/2016,2.82,3.21,4,5,2016,2016.4
4/6/2016,2.83,3.21,4,6,2016,2016.4
4/7/2016,2.84,3.23,4,7,2016,2016.4
4/8/2016,2.84,3.24,4,8,2016,2016.4
4/9/2016,,,4,9,2016,2016.4
4/10/2016,,,4,10,2016,2016.4
4/11/2016,2.86,3.25,4,11,2016,2016.4
4/12/2016,2.83,3.23,4,12,2016,2016.4
4/13/2016,2.83,3.23,4,13,2016,2016.4
4/14/2016,2.85,3.23,4,14,2016,2016.4
4/15/2016,2.86,3.22,4,15,2016,2016.4
4/16/2016,,,4,16,2016,2016.4
4/17/2016,,,4,17,2016,2016.4
4/18/2016,2.85,3.22,4,18,2016,2016.4
4/19/2016,2.85,3.22,4,19,2016,2016.4
4/20/2016,2.83,3.21,4,20,2016,2016.4
4/21/2016,2.83,3.21,4,21,2016,2016.4
4/22/2016,2.82,3.19,4,22,2016,2016.4
4/23/2016,,,4,23,2016,2016.4
4/24/2016,,,4,24,2016,2016.4
4/25/2016,2.83,3.19,4,25,2016,2016.4
4/26/2016,2.85,3.20,4,26,2016,2016.4
4/27/2016,2.83,3.20,4,27,2016,2016.4
4/28/2016,2.82,3.19,4,28,2016,2016.4
4/29/2016,2.82,3.19,4,29,2016,2016.4
4/30/2016,,,4,30,2016,2016.4
5/1/2016,,,5,1,2016,2016.5
5/2/2016,2.80,3.19,5,2,2016,2016.5
5/3/2016,2.79,3.20,5,3,2016,2016.5
5/4/2016,2.81,3.25,5,4,2016,2016.5
5/5/2016,2.86,3.29,5,5,2016,2016.5
5/6/2016,2.92,3.34,5,6,2016,2016.5
5/7/2016,,,5,7,2016,2016.5
5/8/2016,,,5,8,2016,2016.5
5/9/2016,2.92,3.33,5,9,2016,2016.5
5/10/2016,2.92,3.33,5,10,2016,2016.5
5/11/2016,2.94,3.34,5,11,2016,2016.5
5/12/2016,2.96,3.38,5,12,2016,2016.5
5/13/2016,2.95,3.36,5,13,2016,2016.5
5/14/2016,,,5,14,2016,2016.5
5/15/2016,,,5,15,2016,2016.5
5/16/2016,2.96,3.36,5,16,2016,2016.5
5/17/2016,2.97,3.36,5,17,2016,2016.5
5/18/2016,2.96,3.36,5,18,2016,2016.5
5/19/2016,,,5,19,2016,2016.5
5/20/2016,2.98,3.36,5,20,2016,2016.5
5/21/2016,,,5,21,2016,2016.5
5/22/2016,,,5,22,2016,2016.5
5/23/2016,2.98,3.34,5,23,2016,2016.5
5/24/2016,2.98,3.35,5,24,2016,2016.5
5/25/2016,2.98,3.33,5,25,2016,2016.5
5/26/2016,2.94,3.28,5,26,2016,2016.5
5/27/2016,2.93,3.28,5,27,2016,2016.5
5/28/2016,,,5,28,2016,2016.5
5/29/2016,,,5,29,2016,2016.5
5/30/2016,2.94,3.29,5,30,2016,2016.5
5/31/2016,2.96,3.29,5,31,2016,2016.5
6/1/2016,2.95,3.29,6,1,2016,2016.6
6/2/2016,2.95,3.29,6,2,2016,2016.6
6/3/2016,2.94,3.29,6,3,2016,2016.6
6/4/2016,,,6,4,2016,2016.6
6/5/2016,,,6,5,2016,2016.6
6/6/2016,2.95,3.28,6,6,2016,2016.6
6/7/2016,2.91,3.30,6,7,2016,2016.6
6/8/2016,2.90,3.29,6,8,2016,2016.6
6/9/2016,2.89,3.29,6,9,2016,2016.6
6/10/2016,2.89,3.29,6,10,2016,2016.6
6/11/2016,,,6,11,2016,2016.6
6/12/2016,,,6,12,2016,2016.6
6/13/2016,2.91,3.29,6,13,2016,2016.6
6/14/2016,2.92,3.29,6,14,2016,2016.6
6/15/2016,2.93,3.29,6,15,2016,2016.6
6/16/2016,2.93,3.29,6,16,2016,2016.6
6/17/2016,2.93,3.29,6,17,2016,2016.6
6/18/2016,,,6,18,2016,2016.6
6/19/2016,,,6,19,2016,2016.6
6/20/2016,2.93,3.30,6,20,2016,2016.6
6/21/2016,2.90,3.29,6,21,2016,2016.6
6/22/2016,2.90,3.28,6,22,2016,2016.6
6/23/2016,2.91,3.28,6,23,2016,2016.6
6/24/2016,2.88,3.27,6,24,2016,2016.6
6/25/2016,,,6,25,2016,2016.6
6/26/2016,,,6,26,2016,2016.6
6/27/2016,2.93,3.24,6,27,2016,2016.6
6/28/2016,2.94,3.24,6,28,2016,2016.6
6/29/2016,2.91,3.23,6,29,2016,2016.6
6/30/2016,2.89,3.20,6,30,2016,2016.6
7/1/2016,2.88,3.21,7,1,2016,2016.7
7/2/2016,,,7,2,2016,2016.7
7/3/2016,,,7,3,2016,2016.7
7/4/2016,2.88,3.20,7,4,2016,2016.7
7/5/2016,,,7,5,2016,2016.7
7/6/2016,,,7,6,2016,2016.7
7/7/2016,,,7,7,2016,2016.7
7/8/2016,2.88,3.20,7,8,2016,2016.7
7/9/2016,,,7,9,2016,2016.7
7/10/2016,,,7,10,2016,2016.7
7/11/2016,2.92,3.23,7,11,2016,2016.7
7/12/2016,2.90,3.20,7,12,2016,2016.7
7/13/2016,2.89,3.21,7,13,2016,2016.7
7/14/2016,2.89,3.20,7,14,2016,2016.7
7/15/2016,2.89,3.21,7,15,2016,2016.7
7/16/2016,,,7,16,2016,2016.7
7/17/2016,,,7,17,2016,2016.7
7/18/2016,2.88,3.21,7,18,2016,2016.7
7/19/2016,2.95,3.26,7,19,2016,2016.7
7/20/2016,2.98,3.29,7,20,2016,2016.7
7/21/2016,3.03,3.33,7,21,2016,2016.7
7/22/2016,3.07,3.39,7,22,2016,2016.7
7/23/2016,,,7,23,2016,2016.7
7/24/2016,,,7,24,2016,2016.7
7/25/2016,3.06,3.37,7,25,2016,2016.7
7/26/2016,3.03,3.33,7,26,2016,2016.7
7/27/2016,3.04,3.34,7,27,2016,2016.7
7/28/2016,3.04,3.34,7,28,2016,2016.7
7/29/2016,3.02,3.35,7,29,2016,2016.7
7/30/2016,,,7,30,2016,2016.7
7/31/2016,,,7,31,2016,2016.7
8/1/2016,3.01,3.34,8,1,2016,2016.8
8/2/2016,2.98,3.33,8,2,2016,2016.8
8/3/2016,2.99,3.35,8,3,2016,2016.8
8/4/2016,3.01,3.37,8,4,2016,2016.8
8/5/2016,3.02,3.36,8,5,2016,2016.8
8/6/2016,,,8,6,2016,2016.8
8/7/2016,,,8,7,2016,2016.8
8/8/2016,3.00,3.34,8,8,2016,2016.8
8/9/2016,2.98,3.31,8,9,2016,2016.8
8/10/2016,2.98,3.30,8,10,2016,2016.8
8/11/2016,2.96,3.30,8,11,2016,2016.8
8/12/2016,2.96,3.30,8,12,2016,2016.8
8/13/2016,,,8,13,2016,2016.8
8/14/2016,,,8,14,2016,2016.8
8/15/2016,2.96,3.30,8,15,2016,2016.8
8/16/2016,2.95,3.30,8,16,2016,2016.8
8/17/2016,2.93,3.30,8,17,2016,2016.8
8/18/2016,2.93,3.31,8,18,2016,2016.8
8/19/2016,2.92,3.31,8,19,2016,2016.8
8/20/2016,,,8,20,2016,2016.8
8/21/2016,,,8,21,2016,2016.8
8/22/2016,2.94,3.32,8,22,2016,2016.8
8/23/2016,2.94,3.33,8,23,2016,2016.8
8/24/2016,2.94,3.33,8,24,2016,2016.8
