Tarih,Dolar,Euro,mes,dia,ano,ano_mes
3/3/2018,,,3,3,2018,2018.3
3/4/2018,,,3,4,2018,2018.3
3/5/2018,3.80,4.67,3,5,2018,2018.3
3/6/2018,3.82,4.70,3,6,2018,2018.3
3/7/2018,3.80,4.69,3,7,2018,2018.3
3/8/2018,3.80,4.72,3,8,2018,2018.3
3/9/2018,3.81,4.72,3,9,2018,2018.3
3/10/2018,,,3,10,2018,2018.3
3/11/2018,,,3,11,2018,2018.3
3/12/2018,3.82,4.70,3,12,2018,2018.3
3/13/2018,3.82,4.70,3,13,2018,2018.3
3/14/2018,3.86,4.75,3,14,2018,2018.3
3/15/2018,3.86,4.78,3,15,2018,2018.3
3/16/2018,3.89,4.81,3,16,2018,2018.3
3/17/2018,,,3,17,2018,2018.3
3/18/2018,,,3,18,2018,2018.3
3/19/2018,3.90,4.81,3,19,2018,2018.3
3/20/2018,3.94,4.83,3,20,2018,2018.3
3/21/2018,3.94,4.85,3,21,2018,2018.3
3/22/2018,3.93,4.82,3,22,2018,2018.3
3/23/2018,3.91,4.82,3,23,2018,2018.3
3/24/2018,,,3,24,2018,2018.3
3/25/2018,,,3,25,2018,2018.3
3/26/2018,3.96,4.89,3,26,2018,2018.3
3/27/2018,3.97,4.93,3,27,2018,2018.3
3/28/2018,3.98,4.94,3,28,2018,2018.3
3/29/2018,3.99,4.95,3,29,2018,2018.3
3/30/2018,3.99,4.92,3,30,2018,2018.3
3/31/2018,,,3,31,2018,2018.3
4/1/2018,,,4,1,2018,2018.4
4/2/2018,3.95,4.87,4,2,2018,2018.4
4/3/2018,3.96,4.88,4,3,2018,2018.4
4/4/2018,3.98,4.89,4,4,2018,2018.4
4/5/2018,4.01,4.92,4,5,2018,2018.4
4/6/2018,4.03,4.94,4,6,2018,2018.4
4/7/2018,,,4,7,2018,2018.4
4/8/2018,,,4,8,2018,2018.4
4/9/2018,4.05,4.96,4,9,2018,2018.4
4/10/2018,4.06,4.98,4,10,2018,2018.4
4/11/2018,4.07,5.02,4,11,2018,2018.4
4/12/2018,4.15,5.13,4,12,2018,2018.4
4/13/2018,4.13,5.10,4,13,2018,2018.4
4/14/2018,,,4,14,2018,2018.4
4/15/2018,,,4,15,2018,2018.4
4/16/2018,4.08,5.03,4,16,2018,2018.4
4/17/2018,4.10,5.06,4,17,2018,2018.4
4/18/2018,4.10,5.07,4,18,2018,2018.4
4/19/2018,4.10,5.07,4,19,2018,2018.4
4/20/2018,4.03,4.98,4,20,2018,2018.4
4/21/2018,,,4,21,2018,2018.4
4/22/2018,,,4,22,2018,2018.4
4/23/2018,,,4,23,2018,2018.4
4/24/2018,4.03,4.97,4,24,2018,2018.4
4/25/2018,4.08,4.99,4,25,2018,2018.4
4/26/2018,4.08,4.97,4,26,2018,2018.4
4/27/2018,4.07,4.95,4,27,2018,2018.4
4/28/2018,,,4,28,2018,2018.4
4/29/2018,,,4,29,2018,2018.4
4/30/2018,4.05,4.90,4,30,2018,2018.4
5/1/2018,,,5,1,2018,2018.5
5/2/2018,4.04,4.89,5,2,2018,2018.5
5/3/2018,4.12,4.95,5,3,2018,2018.5
5/4/2018,4.19,5.02,5,4,2018,2018.5
5/5/2018,,,5,5,2018,2018.5
5/6/2018,,,5,6,2018,2018.5
5/7/2018,4.26,5.09,5,7,2018,2018.5
5/8/2018,4.26,5.07,5,8,2018,2018.5
5/9/2018,4.28,5.09,5,9,2018,2018.5
5/10/2018,4.29,5.08,5,10,2018,2018.5
5/11/2018,4.27,5.07,5,11,2018,2018.5
5/12/2018,,,5,12,2018,2018.5
5/13/2018,,,5,13,2018,2018.5
5/14/2018,4.26,5.08,5,14,2018,2018.5
5/15/2018,4.32,5.17,5,15,2018,2018.5
5/16/2018,4.39,5.24,5,16,2018,2018.5
5/17/2018,4.46,5.27,5,17,2018,2018.5
5/18/2018,4.44,5.24,5,18,2018,2018.5
5/19/2018,,,5,19,2018,2018.5
5/20/2018,,,5,20,2018,2018.5
5/21/2018,4.47,5.27,5,21,2018,2018.5
5/22/2018,4.55,5.35,5,22,2018,2018.5
5/23/2018,4.58,5.40,5,23,2018,2018.5
5/24/2018,4.85,5.68,5,24,2018,2018.5
5/25/2018,4.70,5.51,5,25,2018,2018.5
5/26/2018,,,5,26,2018,2018.5
5/27/2018,,,5,27,2018,2018.5
5/28/2018,4.72,5.52,5,28,2018,2018.5
5/29/2018,4.60,5.37,5,29,2018,2018.5
5/30/2018,4.60,5.31,5,30,2018,2018.5
5/31/2018,4.48,5.21,5,31,2018,2018.5
6/1/2018,4.48,5.24,6,1,2018,2018.6
6/2/2018,,,6,2,2018,2018.6
6/3/2018,,,6,3,2018,2018.6
6/4/2018,4.59,5.37,6,4,2018,2018.6
6/5/2018,4.63,5.42,6,5,2018,2018.6
6/6/2018,4.61,5.39,6,6,2018,2018.6
6/7/2018,4.61,5.42,6,7,2018,2018.6
6/8/2018,4.55,5.38,6,8,2018,2018.6
6/9/2018,,,6,9,2018,2018.6
6/10/2018,,,6,10,2018,2018.6
6/11/2018,4.50,5.30,6,11,2018,2018.6
6/12/2018,4.51,5.32,6,12,2018,2018.6
6/13/2018,4.55,5.36,6,13,2018,2018.6
6/14/2018,4.65,5.46,6,14,2018,2018.6
6/15/2018,,,6,15,2018,2018.6
6/16/2018,,,6,16,2018,2018.6
6/17/2018,,,6,17,2018,2018.6
6/18/2018,4.65,5.46,6,18,2018,2018.6
6/19/2018,4.72,5.47,6,19,2018,2018.6
6/20/2018,4.75,5.50,6,20,2018,2018.6
6/21/2018,4.75,5.49,6,21,2018,2018.6
6/22/2018,4.75,5.48,6,22,2018,2018.6
6/23/2018,,,6,23,2018,2018.6
6/24/2018,,,6,24,2018,2018.6
6/25/2018,4.71,5.48,6,25,2018,2018.6
6/26/2018,4.64,5.41,6,26,2018,2018.6
6/27/2018,4.67,5.46,6,27,2018,2018.6
6/28/2018,4.63,5.40,6,28,2018,2018.6
6/29/2018,4.61,5.33,6,29,2018,2018.6
6/30/2018,,,6,30,2018,2018.6
7/1/2018,,,7,1,2018,2018.7
7/2/2018,4.56,5.31,7,2,2018,2018.7
7/3/2018,4.62,5.38,7,3,2018,2018.7
7/4/2018,4.66,5.43,7,4,2018,2018.7
7/5/2018,4.70,5.47,7,5,2018,2018.7
7/6/2018,4.64,5.43,7,6,2018,2018.7
7/7/2018,,,7,7,2018,2018.7
7/8/2018,,,7,8,2018,2018.7
7/9/2018,4.60,5.39,7,9,2018,2018.7
7/10/2018,4.53,5.33,7,10,2018,2018.7
7/11/2018,4.71,5.52,7,11,2018,2018.7
7/12/2018,4.75,5.56,7,12,2018,2018.7
7/13/2018,4.82,5.62,7,13,2018,2018.7
7/14/2018,,,7,14,2018,2018.7
7/15/2018,,,7,15,2018,2018.7
7/16/2018,4.84,5.63,7,16,2018,2018.7
7/17/2018,4.84,5.66,7,17,2018,2018.7
7/18/2018,4.84,5.67,7,18,2018,2018.7
7/19/2018,4.79,5.57,7,19,2018,2018.7
7/20/2018,4.82,5.60,7,20,2018,2018.7
7/21/2018,,,7,21,2018,2018.7
7/22/2018,,,7,22,2018,2018.7
7/23/2018,4.80,5.59,7,23,2018,2018.7
7/24/2018,4.75,5.57,7,24,2018,2018.7
7/25/2018,4.78,5.59,7,25,2018,2018.7
7/26/2018,4.85,5.68,7,26,2018,2018.7
7/27/2018,4.82,5.65,7,27,2018,2018.7
7/28/2018,,,7,28,2018,2018.7
7/29/2018,,,7,29,2018,2018.7
7/30/2018,4.86,5.65,7,30,2018,2018.7
7/31/2018,4.89,5.70,7,31,2018,2018.7
8/1/2018,4.90,5.75,8,1,2018,2018.8
8/2/2018,4.92,5.75,8,2,2018,2018.8
8/3/2018,5.05,5.87,8,3,2018,2018.8
8/4/2018,,,8,4,2018,2018.8
8/5/2018,,,8,5,2018,2018.8
8/6/2018,5.08,5.88,8,6,2018,2018.8
8/7/2018,5.15,5.95,8,7,2018,2018.8
8/8/2018,5.26,6.10,8,8,2018,2018.8
8/9/2018,5.28,6.13,8,9,2018,2018.8
8/10/2018,5.40,6.26,8,10,2018,2018.8
8/11/2018,,,8,11,2018,2018.8
8/12/2018,,,8,12,2018,2018.8
8/13/2018,5.94,6.81,8,13,2018,2018.8
8/14/2018,6.88,7.83,8,14,2018,2018.8
8/15/2018,6.55,7.47,8,15,2018,2018.8
8/16/2018,6.14,6.95,8,16,2018,2018.8
8/17/2018,5.80,6.59,8,17,2018,2018.8
8/18/2018,,,8,18,2018,2018.8
8/19/2018,,,8,19,2018,2018.8
8/20/2018,5.99,6.83,8,20,2018,2018.8
8/21/2018,,,8,21,2018,2018.8
8/22/2018,,,8,22,2018,2018.8
8/23/2018,,,8,23,2018,2018.8
8/24/2018,,,8,24,2018,2018.8
8/25/2018,,,8,25,2018,2018.8
8/26/2018,,,8,26,2018,2018.8
8/27/2018,5.99,6.83,8,27,2018,2018.8
8/28/2018,6.19,7.19,8,28,2018,2018.8
8/29/2018,6.22,7.27,8,29,2018,2018.8
8/30/2018,,,8,30,2018,2018.8
8/31/2018,6.41,7.47,8,31,2018,2018.8
9/1/2018,,,9,1,2018,2018.9
9/2/2018,,,9,2,2018,2018.9
9/3/2018,6.55,7.64,9,3,2018,2018.9
9/4/2018,6.62,7.69,9,4,2018,2018.9
9/5/2018,6.68,7.73,9,5,2018,2018.9
9/6/2018,6.68,7.73,9,6,2018,2018.9
9/7/2018,6.59,7.66,9,7,2018,2018.9
9/8/2018,,,9,8,2018,2018.9
9/9/2018,,,9,9,2018,2018.9
9/10/2018,6.47,7.53,9,10,2018,2018.9
9/11/2018,6.45,7.46,9,11,2018,2018.9
9/12/2018,6.45,7.49,9,12,2018,2018.9
9/13/2018,6.39,7.41,9,13,2018,2018.9
9/14/2018,6.36,7.39,9,14,2018,2018.9
9/15/2018,,,9,15,2018,2018.9
9/16/2018,,,9,16,2018,2018.9
9/17/2018,6.07,7.10,9,17,2018,2018.9
9/18/2018,6.26,7.29,9,18,2018,2018.9
9/19/2018,6.36,7.44,9,19,2018,2018.9
9/20/2018,6.31,7.38,9,20,2018,2018.9
9/21/2018,6.27,7.34,9,21,2018,2018.9
9/22/2018,,,9,22,2018,2018.9
9/23/2018,,,9,23,2018,2018.9
9/24/2018,6.27,7.38,9,24,2018,2018.9
9/25/2018,6.23,7.32,9,25,2018,2018.9
9/26/2018,6.12,7.21,9,26,2018,2018.9
9/27/2018,6.12,7.20,9,27,2018,2018.9
9/28/2018,6.08,7.11,9,28,2018,2018.9
9/29/2018,,,9,29,2018,2018.9
9/30/2018,,,9,30,2018,2018.9
10/1/2018,5.99,6.95,10,1,2018,2018.10
10/2/2018,5.97,6.92,10,2,2018,2018.10
10/3/2018,6.01,6.93,10,3,2018,2018.10
10/4/2018,6.03,6.97,10,4,2018,2018.10
10/5/2018,6.12,7.04,10,5,2018,2018.10
10/6/2018,,,10,6,2018,2018.10
10/7/2018,,,10,7,2018,2018.10
10/8/2018,6.15,7.08,10,8,2018,2018.10
10/9/2018,6.15,7.06,10,9,2018,2018.10
10/10/2018,6.12,7.01,10,10,2018,2018.10
10/11/2018,6.09,7.00,10,11,2018,2018.10
10/12/2018,5.98,6.91,10,12,2018,2018.10
10/13/2018,,,10,13,2018,2018.10
10/14/2018,,,10,14,2018,2018.10
10/15/2018,5.90,6.84,10,15,2018,2018.10
10/16/2018,5.81,6.73,10,16,2018,2018.10
10/17/2018,5.78,6.69,10,17,2018,2018.10
10/18/2018,5.68,6.57,10,18,2018,2018.10
10/19/2018,5.55,6.39,10,19,2018,2018.10
10/20/2018,,,10,20,2018,2018.10
10/21/2018,,,10,21,2018,2018.10
10/22/2018,5.61,6.43,10,22,2018,2018.10
10/23/2018,5.65,6.50,10,23,2018,2018.10
10/24/2018,5.77,6.62,10,24,2018,2018.10
10/25/2018,5.72,6.53,10,25,2018,2018.10
10/26/2018,5.68,6.48,10,26,2018,2018.10
10/27/2018,,,10,27,2018,2018.10
10/28/2018,,,10,28,2018,2018.10
10/29/2018,,,10,29,2018,2018.10
10/30/2018,5.62,6.38,10,30,2018,2018.10
10/31/2018,5.52,6.27,10,31,2018,2018.10
11/1/2018,5.50,6.24,11,1,2018,2018.11
11/2/2018,5.57,6.34,11,2,2018,2018.11
11/3/2018,,,11,3,2018,2018.11
11/4/2018,,,11,4,2018,2018.11
11/5/2018,5.46,6.25,11,5,2018,2018.11
11/6/2018,5.45,6.20,11,6,2018,2018.11
11/7/2018,5.34,6.10,11,7,2018,2018.11
11/8/2018,5.36,6.15,11,8,2018,2018.11
11/9/2018,5.41,6.18,11,9,2018,2018.11
11/10/2018,,,11,10,2018,2018.11
11/11/2018,,,11,11,2018,2018.11
11/12/2018,5.48,6.22,11,12,2018,2018.11
11/13/2018,5.48,6.17,11,13,2018,2018.11
11/14/2018,5.48,6.16,11,14,2018,2018.11
11/15/2018,5.46,6.16,11,15,2018,2018.11
11/16/2018,5.42,6.13,11,16,2018,2018.11
11/17/2018,,,11,17,2018,2018.11
11/18/2018,,,11,18,2018,2018.11
11/19/2018,5.34,6.06,11,19,2018,2018.11
11/20/2018,5.32,6.08,11,20,2018,2018.11
11/21/2018,5.33,6.09,11,21,2018,2018.11
11/22/2018,5.35,6.09,11,22,2018,2018.11
11/23/2018,5.30,6.05,11,23,2018,2018.11
11/24/2018,,,11,24,2018,2018.11
11/25/2018,,,11,25,2018,2018.11
11/26/2018,5.28,6.00,11,26,2018,2018.11
11/27/2018,5.24,5.96,11,27,2018,2018.11
11/28/2018,5.24,5.93,11,28,2018,2018.11
11/29/2018,5.25,5.92,11,29,2018,2018.11
11/30/2018,5.16,5.87,11,30,2018,2018.11
12/1/2018,,,12,1,2018,2018.12
12/2/2018,,,12,2,2018,2018.12
12/3/2018,5.16,5.87,12,3,2018,2018.12
12/4/2018,5.19,5.90,12,4,2018,2018.12
12/5/2018,5.27,6.01,12,5,2018,2018.12
12/6/2018,5.37,6.09,12,6,2018,2018.12
12/7/2018,5.36,6.08,12,7,2018,2018.12
12/8/2018,,,12,8,2018,2018.12
12/9/2018,,,12,9,2018,2018.12
12/10/2018,5.33,6.06,12,10,2018,2018.12
12/11/2018,5.28,6.03,12,11,2018,2018.12
12/12/2018,5.35,6.09,12,12,2018,2018.12
12/13/2018,5.36,6.08,12,13,2018,2018.12
12/14/2018,5.36,6.10,12,14,2018,2018.12
12/15/2018,,,12,15,2018,2018.12
12/16/2018,,,12,16,2018,2018.12
12/17/2018,5.37,6.08,12,17,2018,2018.12
12/18/2018,5.38,6.09,12,18,2018,2018.12
12/19/2018,5.35,6.08,12,19,2018,2018.12
12/20/2018,5.33,6.08,12,20,2018,2018.12
12/21/2018,5.26,6.02,12,21,2018,2018.12
12/22/2018,,,12,22,2018,2018.12
12/23/2018,,,12,23,2018,2018.12
12/24/2018,5.27,6.03,12,24,2018,2018.12
12/25/2018,5.29,6.03,12,25,2018,2018.12
12/26/2018,5.30,6.04,12,26,2018,2018.12
12/27/2018,5.28,6.02,12,27,2018,2018.12
12/28/2018,5.29,6.02,12,28,2018,2018.12
12/29/2018,,,12,29,2018,2018.12
12/30/2018,,,12,30,2018,2018.12
12/31/2018,5.26,6.03,12,31,2018,2018.12
1/1/2019,,,1,1,2019,2019.1
1/2/2019,5.28,6.04,1,2,2019,2019.1
1/3/2019,5.33,6.11,1,3,2019,2019.1
1/4/2019,5.46,6.21,1,4,2019,2019.1
1/5/2019,,,1,5,2019,2019.1
1/6/2019,,,1,6,2019,2019.1
1/7/2019,5.41,6.17,1,7,2019,2019.1
1/8/2019,5.36,6.13,1,8,2019,2019.1
1/9/2019,5.43,6.21,1,9,2019,2019.1
1/10/2019,5.50,6.30,1,10,2019,2019.1
1/11/2019,5.46,6.30,1,11,2019,2019.1
1/12/2019,,,1,12,2019,2019.1
1/13/2019,,,1,13,2019,2019.1
1/14/2019,5.42,6.25,1,14,2019,2019.1
1/15/2019,5.51,6.32,1,15,2019,2019.1
1/16/2019,5.44,6.23,1,16,2019,2019.1
1/17/2019,5.40,6.16,1,17,2019,2019.1
1/18/2019,5.36,6.10,1,18,2019,2019.1
1/19/2019,,,1,19,2019,2019.1
1/20/2019,,,1,20,2019,2019.1
1/21/2019,5.34,6.09,1,21,2019,2019.1
1/22/2019,5.34,6.07,1,22,2019,2019.1
1/23/2019,5.35,6.07,1,23,2019,2019.1
1/24/2019,5.31,6.04,1,24,2019,2019.1
1/25/2019,5.27,5.99,1,25,2019,2019.1
1/26/2019,,,1,26,2019,2019.1
1/27/2019,,,1,27,2019,2019.1
1/28/2019,5.26,5.97,1,28,2019,2019.1
1/29/2019,5.28,6.02,1,29,2019,2019.1
1/30/2019,5.33,6.10,1,30,2019,2019.1
1/31/2019,5.28,6.03,1,31,2019,2019.1
2/1/2019,5.21,5.99,2,1,2019,2019.2
2/2/2019,,,2,2,2019,2019.2
2/3/2019,,,2,3,2019,2019.2
2/4/2019,5.19,5.95,2,4,2019,2019.2
2/5/2019,5.22,5.97,2,5,2019,2019.2
2/6/2019,5.20,5.94,2,6,2019,2019.2
2/7/2019,5.21,5.93,2,7,2019,2019.2
2/8/2019,5.24,5.95,2,8,2019,2019.2
2/9/2019,,,2,9,2019,2019.2
2/10/2019,,,2,10,2019,2019.2
2/11/2019,5.24,5.94,2,11,2019,2019.2
2/12/2019,5.26,5.95,2,12,2019,2019.2
2/13/2019,5.26,5.94,2,13,2019,2019.2
2/14/2019,5.24,5.94,2,14,2019,2019.2
2/15/2019,5.29,5.96,2,15,2019,2019.2
2/16/2019,,,2,16,2019,2019.2
2/17/2019,,,2,17,2019,2019.2
2/18/2019,5.26,5.93,2,18,2019,2019.2
2/19/2019,5.29,5.99,2,19,2019,2019.2
2/20/2019,5.31,6.00,2,20,2019,2019.2
2/21/2019,5.30,6.01,2,21,2019,2019.2
2/22/2019,5.31,6.03,2,22,2019,2019.2
2/23/2019,,,2,23,2019,2019.2
2/24/2019,,,2,24,2019,2019.2
2/25/2019,5.32,6.03,2,25,2019,2019.2
2/26/2019,5.31,6.02,2,26,2019,2019.2
2/27/2019,5.29,6.01,2,27,2019,2019.2
2/28/2019,5.29,6.03,2,28,2019,2019.2
3/1/2019,5.32,6.06,3,1,2019,2019.3
3/2/2019,,,3,2,2019,2019.3
3/3/2019,,,3,3,2019,2019.3
3/4/2019,5.34,6.08,3,4,2019,2019.3
3/5/2019,5.38,6.10,3,5,2019,2019.3
3/6/2019,5.37,6.08,3,6,2019,2019.3
3/7/2019,5.38,6.08,3,7,2019,2019.3
3/8/2019,5.43,6.14,3,8,2019,2019.3
3/9/2019,,,3,9,2019,2019.3
3/10/2019,,,3,10,2019,2019.3
3/11/2019,5.45,6.12,3,11,2019,2019.3
3/12/2019,5.43,6.11,3,12,2019,2019.3
3/13/2019,5.44,6.12,3,13,2019,2019.3
3/14/2019,5.45,6.16,3,14,2019,2019.3
3/15/2019,5.46,6.18,3,15,2019,2019.3
3/16/2019,,,3,16,2019,2019.3
3/17/2019,,,3,17,2019,2019.3
3/18/2019,5.46,6.18,3,18,2019,2019.3
3/19/2019,5.45,6.19,3,19,2019,2019.3
3/20/2019,5.46,6.20,3,20,2019,2019.3
3/21/2019,5.47,6.21,3,21,2019,2019.3
3/22/2019,5.44,6.20,3,22,2019,2019.3
3/23/2019,,,3,23,2019,2019.3
3/24/2019,,,3,24,2019,2019.3
3/25/2019,5.53,6.26,3,25,2019,2019.3
3/26/2019,5.65,6.39,3,26,2019,2019.3
3/27/2019,5.49,6.22,3,27,2019,2019.3
3/28/2019,5.33,6.01,3,28,2019,2019.3
3/29/2019,5.54,6.23,3,29,2019,2019.3
3/30/2019,,,3,30,2019,2019.3
3/31/2019,,,3,31,2019,2019.3
4/1/2019,5.63,6.32,4,1,2019,2019.4
4/2/2019,5.60,6.29,4,2,2019,2019.4
4/3/2019,5.56,6.22,4,3,2019,2019.4
4/4/2019,5.61,6.30,4,4,2019,2019.4
4/5/2019,5.63,6.32,4,5,2019,2019.4
4/6/2019,,,4,6,2019,2019.4
4/7/2019,,,4,7,2019,2019.4
4/8/2019,5.59,6.28,4,8,2019,2019.4
4/9/2019,5.67,6.37,4,9,2019,2019.4
4/10/2019,5.66,6.38,4,10,2019,2019.4
4/11/2019,5.67,6.39,4,11,2019,2019.4
4/12/2019,5.71,6.44,4,12,2019,2019.4
4/13/2019,,,4,13,2019,2019.4
4/14/2019,,,4,14,2019,2019.4
4/15/2019,5.78,6.54,4,15,2019,2019.4
4/16/2019,5.79,6.54,4,16,2019,2019.4
4/17/2019,5.79,6.54,4,17,2019,2019.4
4/18/2019,5.74,6.50,4,18,2019,2019.4
4/19/2019,5.81,6.54,4,19,2019,2019.4
4/20/2019,,,4,20,2019,2019.4
4/21/2019,,,4,21,2019,2019.4
4/22/2019,5.79,6.51,4,22,2019,2019.4
4/23/2019,,,4,23,2019,2019.4
4/24/2019,5.83,6.55,4,24,2019,2019.4
4/25/2019,5.86,6.57,4,25,2019,2019.4
4/26/2019,5.89,6.57,4,26,2019,2019.4
4/27/2019,,,4,27,2019,2019.4
4/28/2019,,,4,28,2019,2019.4
4/29/2019,5.92,6.60,4,29,2019,2019.4
4/30/2019,5.93,6.62,4,30,2019,2019.4
5/1/2019,,,5,1,2019,2019.5
5/2/2019,5.96,6.67,5,2,2019,2019.5
5/3/2019,5.96,6.67,5,3,2019,2019.5
5/4/2019,,,5,4,2019,2019.5
5/5/2019,,,5,5,2019,2019.5
5/6/2019,5.96,6.65,5,6,2019,2019.5
5/7/2019,5.99,6.71,5,7,2019,2019.5
5/8/2019,6.15,6.88,5,8,2019,2019.5
5/9/2019,6.16,6.90,5,9,2019,2019.5
5/10/2019,6.20,6.94,5,10,2019,2019.5
5/11/2019,,,5,11,2019,2019.5
5/12/2019,,,5,12,2019,2019.5
5/13/2019,6.11,6.87,5,13,2019,2019.5
5/14/2019,6.08,6.83,5,14,2019,2019.5
5/15/2019,6.04,6.79,5,15,2019,2019.5
5/16/2019,6.05,6.78,5,16,2019,2019.5
5/17/2019,6.00,6.73,5,17,2019,2019.5
5/18/2019,,,5,18,2019,2019.5
5/19/2019,,,5,19,2019,2019.5
5/20/2019,6.05,6.75,5,20,2019,2019.5
5/21/2019,6.04,6.74,5,21,2019,2019.5
5/22/2019,6.04,6.74,5,22,2019,2019.5
5/23/2019,6.08,6.78,5,23,2019,2019.5
5/24/2019,6.13,6.82,5,24,2019,2019.5
5/25/2019,,,5,25,2019,2019.5
5/26/2019,,,5,26,2019,2019.5
5/27/2019,6.07,6.79,5,27,2019,2019.5
5/28/2019,6.05,6.77,5,28,2019,2019.5
5/29/2019,6.04,6.76,5,29,2019,2019.5
5/30/2019,6.02,6.71,5,30,2019,2019.5
5/31/2019,5.92,6.60,5,31,2019,2019.5
6/1/2019,,,6,1,2019,2019.6
6/2/2019,,,6,2,2019,2019.6
6/3/2019,5.86,6.53,6,3,2019,2019.6
6/4/2019,,,6,4,2019,2019.6
6/5/2019,,,6,5,2019,2019.6
6/6/2019,,,6,6,2019,2019.6
6/7/2019,5.86,6.53,6,7,2019,2019.6
6/8/2019,,,6,8,2019,2019.6
6/9/2019,,,6,9,2019,2019.6
6/10/2019,5.84,6.57,6,10,2019,2019.6
6/11/2019,5.81,6.56,6,11,2019,2019.6
6/12/2019,5.78,6.54,6,12,2019,2019.6
6/13/2019,5.80,6.57,6,13,2019,2019.6
6/14/2019,5.83,6.58,6,14,2019,2019.6
6/15/2019,,,6,15,2019,2019.6
6/16/2019,,,6,16,2019,2019.6
6/17/2019,5.88,6.63,6,17,2019,2019.6
6/18/2019,5.87,6.58,6,18,2019,2019.6
6/19/2019,5.84,6.55,6,19,2019,2019.6
6/20/2019,5.85,6.55,6,20,2019,2019.6
6/21/2019,5.73,6.47,6,21,2019,2019.6
6/22/2019,,,6,22,2019,2019.6
6/23/2019,,,6,23,2019,2019.6
6/24/2019,5.79,6.55,6,24,2019,2019.6
6/25/2019,5.74,6.54,6,25,2019,2019.6
6/26/2019,5.79,6.59,6,26,2019,2019.6
6/27/2019,5.76,6.55,6,27,2019,2019.6
6/28/2019,5.77,6.56,6,28,2019,2019.6
6/29/2019,,,6,29,2019,2019.6
6/30/2019,,,6,30,2019,2019.6
7/1/2019,5.76,6.55,7,1,2019,2019.7
7/2/2019,5.68,6.44,7,2,2019,2019.7
7/3/2019,5.67,6.40,7,3,2019,2019.7
7/4/2019,5.63,6.35,7,4,2019,2019.7
7/5/2019,5.59,6.31,7,5,2019,2019.7
7/6/2019,,,7,6,2019,2019.7
7/7/2019,,,7,7,2019,2019.7
7/8/2019,5.60,6.31,7,8,2019,2019.7
7/9/2019,5.72,6.42,7,9,2019,2019.7
7/10/2019,5.71,6.40,7,10,2019,2019.7
7/11/2019,5.74,6.44,7,11,2019,2019.7
7/12/2019,5.67,6.39,7,12,2019,2019.7
7/13/2019,,,7,13,2019,2019.7
7/14/2019,,,7,14,2019,2019.7
7/15/2019,,,7,15,2019,2019.7
7/16/2019,5.69,6.41,7,16,2019,2019.7
7/17/2019,5.70,6.41,7,17,2019,2019.7
7/18/2019,5.69,6.38,7,18,2019,2019.7
7/19/2019,5.69,6.39,7,19,2019,2019.7
7/20/2019,,,7,20,2019,2019.7
7/21/2019,,,7,21,2019,2019.7
7/22/2019,5.63,6.33,7,22,2019,2019.7
7/23/2019,5.67,6.36,7,23,2019,2019.7
7/24/2019,5.68,6.35,7,24,2019,2019.7
7/25/2019,5.71,6.37,7,25,2019,2019.7
7/26/2019,5.70,6.34,7,26,2019,2019.7
7/27/2019,,,7,27,2019,2019.7
7/28/2019,,,7,28,2019,2019.7
7/29/2019,5.66,6.30,7,29,2019,2019.7
7/30/2019,5.63,6.26,7,30,2019,2019.7
7/31/2019,5.57,6.21,7,31,2019,2019.7
8/1/2019,5.52,6.16,8,1,2019,2019.8
8/2/2019,5.58,6.16,8,2,2019,2019.8
8/3/2019,,,8,3,2019,2019.8
8/4/2019,,,8,4,2019,2019.8
8/5/2019,5.58,6.19,8,5,2019,2019.8
8/6/2019,5.56,6.19,8,6,2019,2019.8
8/7/2019,5.53,6.20,8,7,2019,2019.8
8/8/2019,5.49,6.14,8,8,2019,2019.8
8/9/2019,5.47,6.13,8,9,2019,2019.8
8/10/2019,,,8,10,2019,2019.8
8/11/2019,,,8,11,2019,2019.8
8/12/2019,,,8,12,2019,2019.8
8/13/2019,,,8,13,2019,2019.8
8/14/2019,,,8,14,2019,2019.8
8/15/2019,5.48,6.14,8,15,2019,2019.8
8/16/2019,5.57,6.21,8,16,2019,2019.8
8/17/2019,,,8,17,2019,2019.8
8/18/2019,,,8,18,2019,2019.8
8/19/2019,5.54,6.14,8,19,2019,2019.8
8/20/2019,5.58,6.19,8,20,2019,2019.8
8/21/2019,5.70,6.32,8,21,2019,2019.8
8/22/2019,5.71,6.34,8,22,2019,2019.8
8/23/2019,5.75,6.37,8,23,2019,2019.8
8/24/2019,,,8,24,2019,2019.8
8/25/2019,,,8,25,2019,2019.8
8/26/2019,5.75,6.37,8,26,2019,2019.8
8/27/2019,5.80,6.45,8,27,2019,2019.8
8/28/2019,5.83,6.47,8,28,2019,2019.8
8/29/2019,5.80,6.43,8,29,2019,2019.8
8/30/2019,,,8,30,2019,2019.8
8/31/2019,,,8,31,2019,2019.8
9/1/2019,,,9,1,2019,2019.9
9/2/2019,5.81,6.44,9,2,2019,2019.9
9/3/2019,5.80,6.37,9,3,2019,2019.9
9/4/2019,5.77,6.32,9,4,2019,2019.9
9/5/2019,5.67,6.24,9,5,2019,2019.9
9/6/2019,5.67,6.27,9,6,2019,2019.9
